name,bbref_link,bbref_id,career_ppg,birth_location,birth_country,birth_state,birth_city,start_year,end_year,high_school_state,high_school_city,high_school_name,all_star_appearances,Location,Latitude,Longitude
Goran Dragić,/players/d/dragigo01.html,dragigo01,13.9,Slovenia,SI,,Ljubljana,2009,2020,,,,1
Zoran Dragić,/players/d/dragizo01.html,dragizo01,1.8,Slovenia,SI,,Ljubljana,2015,2015,,,,0
Marko Milič,/players/m/milicma01.html,milicma01,2.5,Slovenia,SI,,Kranj,1998,1999,,,,0
Boštjan Nachbar,/players/n/nachbbo01.html,nachbbo01,7.1,Slovenia,SI,,Slovenj Gradec,2003,2008,,,,0
Rasho Nesterović,/players/n/nestera01.html,nestera01,6.8,Slovenia,SI,,Ljubljana,1999,2010,,,,0
Uroš Slokar,/players/s/slokaur01.html,slokaur01,1.9,Slovenia,SI,,Ljubljana,2007,2007,,,,0
Beno Udrih,/players/u/udrihbe01.html,udrihbe01,8.4,Slovenia,SI,,Celje,2005,2017,,,,0
Sasha Vujačić,/players/v/vujacsa01.html,vujacsa01,5.3,Slovenia,SI,,Maribor,2005,2017,,,,0
Steve Nash,/players/n/nashst01.html,nashst01,14.3,South Africa,ZA,,Johannesburg,1997,2014,,,,8
Deng Adel,/players/a/adelde01.html,adelde01,1.7,South Sudan,SS,,Juba,2019,2019,Florida,Bradenton,Victoria Rock Prep HS,0
Manute Bol,/players/b/bolma01.html,bolma01,2.6,South Sudan,SS,,Gogrial,1986,1995,Ohio,Cleveland,Case Western Reserve English Language,0
Luol Deng,/players/d/denglu01.html,denglu01,14.8,South Sudan,SS,,Wau,2005,2019,New Jersey,Blairstown,Blair Academy,2
Deng Gai,/players/g/gaide01.html,gaide01,0.0,South Sudan,SS,,Wau,2006,2006,Connecticut,Milford,Milford Academy,0
Thon Maker,/players/m/makerth01.html,makerth01,4.7,South Sudan,SS,,Wau,2017,2020,,,,0
Álex Abrines,/players/a/abrinal01.html,abrinal01,5.3,Spain,ES,,Palma de Mallorca,2017,2019,,,,0
Wallace Bryant,/players/b/bryanwa01.html,bryanwa01,3.2,Spain,ES,,Madrid,1984,1986,Indiana,Gary,Emerson,0
José Calderón,/players/c/caldejo01.html,caldejo01,8.9,Spain,ES,,Villanueva de la Serena,2006,2019,,,,0
Victor Claver,/players/c/clavevi01.html,clavevi01,3.2,Spain,ES,,Valencia,2013,2015,,,,0
Rudy Fernández,/players/f/fernaru01.html,fernaru01,9.1,Spain,ES,,Palma de Mallorca,2009,2012,,,,0
Jorge Garbajosa,/players/g/garbajo01.html,garbajo01,8.0,Spain,ES,,Madrid,2007,2008,,,,0
Marc Gasol,/players/g/gasolma01.html,gasolma01,14.7,Spain,ES,,Barcelona,2009,2020,Tennessee,Memphis,Lausanne Collegiate School,3
Pau Gasol,/players/g/gasolpa01.html,gasolpa01,17.0,Spain,ES,,Barcelona,2002,2019,,,,6
Juan Hernangómez,/players/h/hernaju01.html,hernaju01,5.3,Spain,ES,,Madrid,2017,2020,,,,0
Willy Hernangómez,/players/h/hernawi01.html,hernawi01,6.9,Spain,ES,,Madrid,2017,2020,,,,0
Raül López,/players/l/lopezra01.html,lopezra01,6.5,Spain,ES,,Vic,2004,2005,,,,0
Fernando Martín,/players/m/martife01.html,martife01,0.9,Spain,ES,,Madrid,1987,1987,,,,0
Juan Carlos Navarro,/players/n/navarju01.html,navarju01,10.9,Spain,ES,,Sant Feliu de Llobregat,2008,2008,,,,0
Sergio Rodríguez,/players/r/rodrise01.html,rodrise01,4.9,Spain,ES,,Tenerife,2007,2017,,,,0
Ricky Rubio,/players/r/rubiori01.html,rubiori01,11.3,Spain,ES,,El Masnou,2012,2020,,,,0
Wally Szczerbiak,/players/s/szczewa02.html,szczewa02,14.1,Spain,ES,,Madrid,2000,2009,New York,Cold Spring Harbor,Cold Spring Harbor,1
Wenyen Gabriel,/players/g/gabriwe01.html,gabriwe01,2.1,Sudan,SD,,Khartoum,2020,2020,Massachusetts,Wilbraham,Wilbraham & Monson Academy,0
Jonas Jerebko,/players/j/jerebjo01.html,jerebjo01,6.2,Sweden,SE,,Kinna,2010,2019,,,,0
Miles Simon,/players/s/simonmi01.html,simonmi01,0.4,Sweden,SE,,Stockholm,1999,1999,California,Santa Ana,Mater Dei,0
Jeffery Taylor,/players/t/tayloje03.html,tayloje03,6.1,Sweden,SE,,Norrkoping,2013,2015,New Mexico,Hobbs,Hobbs,0
Clint Capela,/players/c/capelca01.html,capelca01,12.2,Switzerland,CH,,Geneva,2015,2020,,,,0
Enes Kanter,/players/k/kanteen01.html,kanteen01,11.6,Switzerland,CH,,Zurich,2012,2020,California,Simi Valley,Stoneridge Preparatory School,0
Thabo Sefolosha,/players/s/sefolth01.html,sefolth01,5.7,Switzerland,CH,,Vevey,2007,2020,,,,0
Nikola Vučević,/players/v/vucevni01.html,vucevni01,16.0,Switzerland,CH,,Morges,2012,2020,California,Simi Valley,Stoneridge Preparatory School,1
Joe Alexander,/players/a/alexajo01.html,alexajo01,4.2,Taiwan,TW,,Kaohsiung,2009,2010,Virginia,Chatham,Hargrave Military Academy,0
Ken Charles,/players/c/charlke01.html,charlke01,8.5,Trinidad and Tobago,TT,,N/A,1974,1978,New York,Brooklyn,Brooklyn Preparatory,0
Carl Herrera,/players/h/herreca01.html,herreca01,5.3,Trinidad and Tobago,TT,,Trinidad,1992,1999,,,,0
Salah Mejri,/players/m/mejrisa01.html,mejrisa01,3.4,Tunisia,TN,,Jendouba,2016,2019,,,,0
Furkan Aldemir,/players/a/aldemfu01.html,aldemfu01,2.3,Turkey,TR,,Konak,2015,2015,,,,0
Ömer Aşık,/players/a/asikom01.html,asikom01,5.3,Turkey,TR,,Bursa,2011,2018,,,,0
Semih Erden,/players/e/erdense01.html,erdense01,3.8,Turkey,TR,,Istanbul,2011,2012,,,,0
Ersan İlyasova,/players/i/ilyaser01.html,ilyaser01,10.3,Turkey,TR,,Eskisehir,2007,2020,,,,0
Furkan Korkmaz,/players/k/korkmfu01.html,korkmfu01,7.3,Turkey,TR,,Istanbul,2018,2020,,,,0
Ibo Kutluay,/players/k/kutluib01.html,kutluib01,0.0,Turkey,TR,,Istanbul,2005,2005,,,,0
Mehmet Okur,/players/o/okurme01.html,okurme01,13.5,Turkey,TR,,Yalova,2003,2012,,,,1
Hedo Türkoğlu,/players/t/turkohe01.html,turkohe01,11.1,Turkey,TR,,Istanbul,2001,2015,,,,0
Raja Bell,/players/b/bellra01.html,bellra01,9.9,U.S. Virgin Islands,VI,,St. Croix,2001,2012,Florida,Miami,Killian,0
Charles Claxton,/players/c/claxtch01.html,claxtch01,0.7,U.S. Virgin Islands,VI,,St. Thomas,1996,1996,Florida,Miami,Miami Carol City,0
Tim Duncan,/players/d/duncati01.html,duncati01,19.0,U.S. Virgin Islands,VI,,St. Croix,1998,2016,,,,15
Joel Bolomboy,/players/b/bolomjo01.html,bolomjo01,1.7,Ukraine,UA,,Kiev,2017,2018,Texas,Fort Worth,Keller Central,0
Kyrylo Fesenko,/players/f/fesenky01.html,fesenky01,2.3,Ukraine,UA,,Dnepropetrovsk,2008,2012,,,,0
Viktor Khryapa,/players/k/khryavi01.html,khryavi01,4.5,Ukraine,UA,,Kiev,2005,2008,,,,0
Viacheslav Kravtsov,/players/k/kravtvi01.html,kravtvi01,2.2,Ukraine,UA,,Odessa,2013,2014,,,,0
Alex Len,/players/l/lenal01.html,lenal01,8.0,Ukraine,UA,,Antratsit,2014,2020,,,,0
Stanislav Medvedenko,/players/m/medvest01.html,medvest01,5.3,Ukraine,UA,,Karapyshi,2001,2007,,,,0
Sviatoslav Mykhailiuk,/players/m/mykhasv01.html,mykhasv01,6.5,Ukraine,UA,,Cherkasy,2019,2020,,,,0
Oleksiy Pecherov,/players/p/pecheol01.html,pecheol01,3.9,Ukraine,UA,,Donetsk,2008,2010,,,,0
Vitaly Potapenko,/players/p/potapvi01.html,potapvi01,6.5,Ukraine,UA,,Kiev,1997,2007,,,,0
OG Anunoby,/players/a/anunoog01.html,anunoog01,7.8,United Kingdom,GB,,London,2018,2020,Missouri,Jefferson City,Jefferson City,0
Robert Archibald,/players/a/archiro01.html,archiro01,1.2,United Kingdom,GB,,Paisley,2003,2004,Missouri,Ballwin,Lafayette,0
Kelenna Azubuike,/players/a/azubuke01.html,azubuke01,10.5,United Kingdom,GB,,London,2007,2012,Oklahoma,Tulsa,Victory Christian,0
Steve Bucknall,/players/b/bucknst01.html,bucknst01,1.3,United Kingdom,GB,,London,1990,1990,Massachusetts,Byfield,Governor Dummer Academy,0
James Donaldson,/players/d/donalja01.html,donalja01,8.6,United Kingdom,GB,,Heacham,1981,1995,California,Sacramento,Luther Burbank,1
Ndudi Ebi,/players/e/ebind01.html,ebind01,2.1,United Kingdom,GB,,London,2004,2005,Texas,Houston,Westbury Christian School,0
Joel Freeland,/players/f/freeljo01.html,freeljo01,3.2,United Kingdom,GB,,Farnham,2013,2015,,,,0
Ben Gordon,/players/g/gordobe01.html,gordobe01,14.9,United Kingdom,GB,,London,2005,2015,New York,Mount Vernon,Mount Vernon,0
Woody Grimshaw,/players/g/grimswo01.html,grimswo01,2.9,United Kingdom,GB,,N/A,1947,1947,Massachusetts,Franklin,Dean Academy,0
Chris Harris,/players/h/harrich01.html,harrich01,2.5,United Kingdom,GB,,Southampton,1956,1956,,,,0
Pops Mensah-Bonsu,/players/m/mensapo01.html,mensapo01,3.0,United Kingdom,GB,,London,2007,2011,New Jersey,Richland,Saint Augustine College Preparatory School,0
Admiral Schofield,/players/s/schofad01.html,schofad01,3.1,United Kingdom,GB,,London,2020,2020,Illinois,Zion,Zion-Benton Township,0
Hasheem Thabeet,/players/t/thabeha01.html,thabeha01,2.2,United Republic of Tanzania,TZ,,Dar es Salaam,2010,2014,,,,0
Esteban Batista,/players/b/batises01.html,batises01,1.7,Uruguay,UY,,Montevideo,2006,2007,,,,0
Óscar Torres,/players/t/torreos01.html,torreos01,5.4,Venezuela,VE,,Caracas,2002,2003,,,,0
Greivis Vásquez,/players/v/vasqugr01.html,vasqugr01,9.0,Venezuela,VE,,Caracas,2011,2017,Maryland,Rockville,Montrose Christian School,0
