Juan Toscano-Anderson,5,2020,2024,202,3126,332,662,82,249,84,130,98,600,372,119,59,181,347,830,.502,.329,.646,15.5,4.1,3.0,1.8,0.6,0.3,"Apr 10, 1993",Oakland
Raymond Townsend,3,1979,1982,154,2025,309,751,6,35,121,172,46,157,217,90,10,122,201,745,.411,,.703,13.1,4.8,1.0,1.4,0.6,0.1,"Dec 20, 1955",San Jose
Jeff Trepagnier,3,2002,2004,31,270,34,101,6,13,14,20,17,43,22,19,4,25,20,88,.337,.462,.700,8.7,2.8,1.4,0.7,0.6,0.1,"Jul 11, 1979",Los Angeles
John Tschogl,3,1973,1975,113,1216,126,354,,,25,43,85,208,69,42,45,,174,277,.356,,.581,10.8,2.5,1.8,0.6,0.4,0.4,"Apr 25, 1950",Chula Vista
Henry Turner,2,1990,1995,66,464,81,179,2,8,60,100,39,78,29,25,8,38,60,224,.453,.250,.600,7.0,3.4,1.2,0.4,0.4,0.1,"Aug 18, 1966",Oakland
Jeremy Tyler,3,2012,2014,104,1034,157,349,0,1,59,106,98,269,25,23,42,68,164,373,.450,.000,.557,9.9,3.6,2.6,0.2,0.2,0.4,"Jun 21, 1991",San Diego
Jan van Breda Kolff,9,1975,1983,598,13772,1310,2953,11,39,1065,1297,765,2572,1178,476,468,772,1553,3696,.444,,.821,23.0,6.2,4.3,2.0,0.8,0.8,"Dec 16, 1951",Palos Verdes
Keith Van Horn,9,1998,2006,575,18150,3396,7659,597,1655,1817,2177,1122,3909,900,472,295,1262,1736,9206,.443,.361,.835,31.6,16.0,6.8,1.6,0.8,0.5,"Oct 23, 1975",Fullerton
Nick Vanos,2,1986,1987,68,842,88,230,0,2,46,82,88,240,59,21,28,68,128,222,.383,.000,.561,12.4,3.3,3.5,0.9,0.3,0.4,"Apr 13, 1963",San Mateo
Jacque Vaughn,12,1998,2009,776,12658,1300,3028,95,270,768,986,148,1028,1919,403,15,792,1267,3463,.429,.352,.779,16.3,4.5,1.3,2.5,0.5,0.0,"Feb 11, 1975",Los Angeles
Pete Verhoeven,6,1982,1987,282,3220,432,856,1,4,135,196,272,641,152,128,67,166,622,1000,.505,.250,.689,11.4,3.5,2.3,0.5,0.5,0.2,"Feb 15, 1959",Hanford
Gabe Vincent,5,2020,2024,206,4304,553,1399,291,877,133,157,63,341,471,159,19,230,416,1530,.395,.332,.847,20.9,7.4,1.7,2.3,0.8,0.1,"Jun 14, 1996",Modesto
Brett Vroman,1,1981,1981,11,93,10,27,0,1,14,19,7,25,9,5,5,9,26,34,.370,.000,.737,8.5,3.1,2.3,0.8,0.5,0.5,"Dec 25, 1955",Hollywood
Jackson Vroman,2,2005,2006,87,1111,108,265,0,3,69,119,97,261,51,37,30,85,183,285,.408,.000,.580,12.8,3.3,3.0,0.6,0.4,0.3,"Jun 6, 1981",Laguna
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Wade,2,1988,1990,12,126,3,20,0,2,2,4,3,15,36,7,1,13,13,8,.150,.000,.500,10.5,0.7,1.3,3.0,0.6,0.1,"Oct 15, 1965",Torrance
Tyrone Wallace,4,2018,2022,112,1714,223,528,17,82,103,157,44,236,127,58,22,94,192,566,.422,.207,.656,15.3,5.1,2.1,1.1,0.5,0.2,"Jun 10, 1994",Bakersfield
Jim Walsh,1,1958,1958,10,72,5,27,,,10,17,,15,8,,,,9,20,.185,,.588,7.2,2.0,1.5,0.8,,,"Aug 29, 1930",San Francisco
Bill Walton*,10,1975,1987,468,13250,2552,4900,0,4,1111,1683,1103,4923,1590,380,1034,865,1298,6215,.521,,.660,28.3,13.3,10.5,3.4,0.8,2.2,"Nov 5, 1952",La Mesa
Luke Walton,10,2004,2013,564,9685,1050,2449,182,558,367,513,481,1588,1317,313,102,597,810,2649,.429,.326,.715,17.2,4.7,2.8,2.3,0.6,0.2,"Mar 28, 1980",San Diego
Casper Ware,1,2014,2014,9,116,18,42,7,21,5,6,0,9,10,8,0,5,11,48,.429,.333,.833,12.9,5.3,1.0,1.1,0.9,0.0,"Jan 17, 1990",Cerritos
Peyton Watson,2,2023,2024,103,1674,237,506,51,166,82,126,64,295,97,44,99,66,157,607,.468,.307,.651,16.3,5.9,2.9,0.9,0.4,1.0,"Sep 11, 2002",Beverly Hills
David Wear,1,2015,2015,2,7,0,2,0,1,0,0,2,2,1,0,0,0,1,0,.000,.000,,3.5,0.0,1.0,0.5,0.0,0.0,"Sep 21, 1990",Long Beach
Travis Wear,2,2015,2018,68,900,109,281,28,77,28,34,31,144,47,19,16,41,85,274,.388,.364,.824,13.2,4.0,2.1,0.7,0.3,0.2,"Sep 21, 1990",Long Beach
Thomas Welsh,1,2019,2019,11,36,7,13,3,7,1,2,0,4,5,0,0,1,3,18,.538,.429,.500,3.3,1.6,0.4,0.5,0.0,0.0,"Feb 3, 1996",Torrance
Russell Westbrook,16,2009,2024,1162,39081,9055,20659,1273,4186,5828,7512,1872,8307,9468,1849,369,4587,2969,25211,.438,.304,.776,33.6,21.7,7.1,8.1,1.6,0.3,"Nov 12, 1988",Long Beach
Paul Westphal*,12,1973,1984,823,20947,5079,10084,55,200,2596,3166,393,1580,3591,1022,262,1117,1705,12809,.504,,.820,25.5,15.6,1.9,4.4,1.3,0.3,"Nov 30, 1950",Torrance
Eric White,2,1988,1989,55,788,128,244,1,1,79,99,65,132,26,17,4,47,72,336,.525,1.000,.798,14.3,6.1,2.4,0.5,0.3,0.1,"Dec 30, 1965",San Francisco
Sidney Wicks,10,1972,1981,760,25762,5046,11002,0,2,2711,3955,1539,6620,2437,592,431,667,2524,12803,.459,,.685,33.9,16.8,8.7,3.2,1.0,0.7,"Sep 19, 1949",Los Angeles
Michael Wiley,2,1981,1982,94,1284,279,497,0,7,134,189,89,246,63,48,22,99,165,692,.561,.000,.709,13.7,7.4,2.6,0.7,0.5,0.2,"Oct 16, 1957",Long Beach
Jamaal Wilkes*,12,1975,1986,828,27275,6226,12471,7,52,2185,2878,1627,5117,2050,1049,262,1211,2296,14644,.499,,.759,32.9,17.7,6.2,2.5,1.3,0.3,"May 2, 1953",Berkeley
Brandon Williams,2,2022,2024,41,753,125,336,34,121,79,114,23,87,111,25,11,65,56,363,.372,.281,.693,18.4,8.9,2.1,2.7,0.6,0.3,"Nov 22, 1999",Los Angeles
Derrick Williams,7,2012,2018,428,8864,1329,3064,251,838,900,1267,351,1693,293,199,108,399,532,3809,.434,.300,.710,20.7,8.9,4.0,0.7,0.5,0.3,"May 25, 1991",Bellflower
Freeman Williams,6,1979,1986,323,6606,1959,4198,127,384,693,841,256,510,516,247,18,568,533,4738,.467,,.824,20.5,14.7,1.6,1.6,0.8,0.1,"May 15, 1956",Los Angeles
Gene Williams,1,1970,1970,1,8,0,1,0,0,0,0,0,0,0,,,2,2,0,.000,,,8.0,0.0,0.0,0.0,,,"Apr 1, 1947",San Francisco
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guy Williams,2,1985,1986,26,144,31,68,1,4,5,11,15,33,9,6,4,8,24,68,.456,.250,.455,5.5,2.6,1.3,0.3,0.2,0.2,"Jul 1, 1960",Los Angeles
John Williams,8,1987,1995,435,10952,1769,3921,65,289,803,1140,632,2201,1262,566,184,684,1020,4406,.451,.225,.704,25.2,10.1,5.1,2.9,1.3,0.4,"Oct 26, 1966",Los Angeles
Marcus Williams,4,2007,2010,203,3095,427,1107,126,392,148,193,56,361,574,87,7,295,197,1128,.386,.321,.767,15.2,5.6,1.8,2.8,0.4,0.0,"Dec 3, 1985",Los Angeles
Pete Williams,2,1986,1987,58,583,68,113,0,0,17,40,47,147,15,19,23,20,69,153,.602,,.425,10.1,2.6,2.5,0.3,0.3,0.4,"Mar 10, 1965",Harbor City
Sam Williams,4,1982,1985,257,4528,668,1335,0,3,292,447,403,1146,156,210,297,308,701,1628,.500,.000,.653,17.6,6.3,4.5,0.6,0.8,1.2,"Mar 7, 1959",Los Angeles
Scott Williams,15,1991,2005,746,12220,1589,3402,5,45,642,890,1281,3506,431,393,421,545,1916,3825,.467,.111,.721,16.4,5.1,4.7,0.6,0.5,0.6,"Mar 21, 1968",Hacienda Heights
Ziaire Williams,3,2022,2024,150,2945,425,998,159,528,122,152,77,388,175,85,27,144,256,1131,.426,.301,.803,19.6,7.5,2.6,1.2,0.6,0.2,"Sep 12, 2001",Lancaster
Kevin Willis,21,1985,2007,1424,38362,7095,14572,40,190,3023,4238,4132,11901,1328,958,750,2520,4172,17253,.487,.211,.713,26.9,12.1,8.4,0.9,0.7,0.5,"Sep 6, 1962",Los Angeles
D.J. Wilson,6,2018,2024,148,1818,248,588,98,296,63,102,81,454,110,40,45,79,176,657,.422,.331,.618,12.3,4.4,3.1,0.7,0.3,0.3,"Feb 19, 1996",Mount Shasta
Trevor Wilson,4,1991,1996,103,1609,236,518,0,4,119,210,153,353,99,50,14,117,157,591,.456,.000,.567,15.6,5.7,3.4,1.0,0.5,0.1,"Mar 16, 1968",Los Angeles
Willie Wise,9,1970,1978,552,18438,3715,7813,21,96,2276,3143,1458,4578,1594,257,77,1255,1788,9727,.475,,.724,33.4,17.6,8.3,2.9,1.2,0.3,"Mar 3, 1947",San Francisco
Jeff Withey,5,2014,2018,206,2072,249,474,2,14,166,232,181,518,64,56,156,76,229,666,.525,.143,.716,10.1,3.2,2.5,0.3,0.3,0.8,"Mar 7, 1990",San Diego
Christian Wood,8,2016,2024,339,7858,1671,3252,415,1117,860,1239,460,2366,469,183,295,487,637,4617,.514,.372,.694,23.2,13.6,7.0,1.4,0.5,0.9,"Sep 27, 1995",Long Beach
Antoine Wright,6,2006,2011,297,5714,617,1499,155,510,225,334,157,681,295,139,72,227,598,1614,.412,.304,.674,19.2,5.4,2.3,1.0,0.5,0.2,"Feb 6, 1984",West Covina
Brad Wright,2,1987,1988,16,145,21,51,0,1,12,28,25,54,1,3,6,15,23,54,.412,.000,.429,9.1,3.4,3.4,0.1,0.2,0.4,"Mar 26, 1962",Hollywood
Delon Wright,9,2016,2024,508,10540,1292,2863,342,966,605,751,399,1584,1559,620,176,455,537,3531,.451,.354,.806,20.7,7.0,3.1,3.1,1.2,0.3,"Apr 26, 1992",Los Angeles
Dorell Wright,11,2005,2015,549,12280,1657,3908,617,1691,666,826,375,2093,850,418,271,475,790,4597,.424,.365,.806,22.4,8.4,3.8,1.5,0.8,0.5,"Dec 2, 1985",Los Angeles
Howard Wright,2,1991,1993,19,174,23,52,0,1,16,26,13,47,3,4,5,11,28,62,.442,.000,.615,9.2,3.3,2.5,0.2,0.2,0.3,"Dec 20, 1967",San Diego
George Yardley*,7,1954,1960,472,15767,3193,7572,,,2677,3434,,4220,815,,,,1426,9063,.422,,.780,33.4,19.2,8.9,1.7,,,"Nov 3, 1928",Hollywood
Gabe York,2,2022,2023,5,77,10,28,7,24,5,7,0,8,9,4,1,1,9,32,.357,.292,.714,15.4,6.4,1.6,1.8,0.8,0.2,"Aug 2, 1993",West Covina
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Young,12,2008,2019,720,16419,2894,6920,1039,2764,1367,1636,260,1427,687,394,135,711,1316,8194,.418,.376,.836,22.8,11.4,2.0,1.0,0.5,0.2,"Jun 1, 1985",Los Angeles
Tim Young,1,2000,2000,25,137,13,39,0,0,28,36,13,35,5,2,1,9,18,54,.333,,.778,5.5,2.2,1.4,0.2,0.1,0.0,"Feb 6, 1976",Santa Cruz
Tyler Zeller,8,2013,2020,414,7254,1161,2284,10,35,541,708,637,1820,367,104,241,348,897,2873,.508,.286,.764,17.5,6.9,4.4,0.9,0.3,0.6,"Jan 17, 1990",Visalia
Chauncey Billups*,17,1998,2014,1043,33008,4738,11413,1830,4725,4496,5029,480,2992,5636,1051,168,2138,2169,15802,.415,.387,.894,31.6,15.2,2.9,5.4,1.0,0.2,"Sep 25, 1976",Denver
Kaniel Dickens,3,2004,2008,19,85,8,20,3,9,3,4,5,12,2,2,2,3,9,22,.400,.333,.750,4.5,1.2,0.6,0.1,0.1,0.1,"Jul 21, 1978",Denver
Bob Doll,4,1947,1950,196,,633,2211,,,387,585,,,273,,,,509,1653,.286,,.662,,8.4,,1.4,,,"Aug 10, 1919",Steamboat Springs
Nick Fazekas,1,2008,2008,26,269,46,82,0,2,15,22,34,89,11,8,11,13,25,107,.561,.000,.682,10.3,4.1,3.4,0.4,0.3,0.4,"Jun 17, 1985",Denver
Eddie Gill,7,2001,2009,187,2033,179,496,63,197,150,177,28,207,217,104,14,139,209,571,.361,.320,.847,10.9,3.1,1.1,1.2,0.6,0.1,"Aug 16, 1978",Aurora
Glen Gondrezick,6,1978,1983,435,7545,979,2069,2,14,584,807,730,1964,605,485,117,453,1101,2544,.473,,.724,17.3,5.8,4.5,1.4,1.1,0.3,"Aug 30, 1955",Boulder
Grant Gondrezick,2,1987,1989,91,1080,173,395,7,28,101,147,62,146,115,38,5,73,127,454,.438,.250,.687,11.9,5.0,1.6,1.3,0.4,0.1,"Jan 19, 1963",Boulder
Tom Hovasse,1,1995,1995,2,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,.000,.000,,2.0,0.0,0.0,0.0,0.5,0.0,"Jan 31, 1967",Durango
Joe Kleine,15,1986,2000,965,14712,1902,4201,13,48,849,1069,1268,3991,622,261,285,777,1988,4666,.453,.271,.794,15.2,4.8,4.1,0.6,0.3,0.3,"Jan 4, 1962",Colorado Springs
Darrick Martin,13,1995,2008,514,9165,1186,3108,350,1030,803,952,101,588,1475,340,22,631,894,3525,.382,.340,.843,17.8,6.9,1.1,2.9,0.7,0.0,"Mar 6, 1971",Denver
Eric McWilliams,1,1973,1973,44,245,34,98,,,18,37,,60,5,,,,46,86,.347,,.486,5.6,2.0,1.4,0.1,,,"Apr 18, 1950",Denver
Chuck Nevitt,9,1983,1994,155,826,99,226,0,0,53,90,82,239,19,18,111,80,211,251,.438,,.589,5.3,1.6,1.5,0.1,0.1,0.7,"Jun 13, 1959",Cortez
Don Putman,4,1947,1950,216,,410,1564,,,210,338,,,285,,,,449,1030,.262,,.621,,4.8,,1.3,,,"Nov 13, 1922",Wray
Michael Ruffin,9,2000,2009,414,5966,258,634,0,3,200,436,729,1632,250,199,193,273,942,716,.407,.000,.459,14.4,1.7,3.9,0.6,0.5,0.5,"Jan 21, 1977",Denver
Ron Shavlik,2,1957,1958,8,74,4,23,,,2,5,,23,0,,,,12,10,.174,,.400,9.3,1.3,2.9,0.0,,,"Dec 4, 1933",Denver
Jason Smith,11,2008,2019,616,10029,1572,3360,84,252,549,701,656,2075,453,208,408,507,1337,3777,.468,.333,.783,16.3,6.1,3.4,0.7,0.3,0.7,"Mar 2, 1986",Greeley
Derrick White,7,2018,2024,418,11507,1789,3978,679,1869,894,1047,229,1467,1704,333,366,563,897,5151,.450,.363,.854,27.5,12.3,3.5,4.1,0.8,0.9,"Jul 2, 1994",Parker
Charlie Williams,6,1968,1973,372,11444,2337,5998,210,795,1136,1593,296,1157,992,,,1048,1144,6020,.390,.264,.713,30.8,16.2,3.1,2.7,,,"Sep 5, 1943",Colorado Springs
Chuck Williams,8,1971,1978,638,17894,2525,5403,16,55,1828,2313,459,1489,2869,399,43,1243,1355,6894,.467,,.790,28.0,10.8,2.3,4.5,1.0,0.1,"Jun 6, 1946",Boulder
Jalen Williams,2,2023,2024,146,4499,950,1787,176,446,335,412,121,619,570,183,80,246,366,2411,.532,.395,.813,30.8,16.5,4.2,3.9,1.3,0.5,"Apr 14, 2001",Denver
Michael Adams,11,1986,1996,653,20446,3257,7849,949,2857,2158,2543,416,1900,4209,1081,67,1402,1193,9621,.415,.332,.849,31.3,14.7,2.9,6.4,1.7,0.1,"Jan 19, 1963",Hartford
Chuck Aleksinas,1,1985,1985,74,1114,161,337,0,1,55,75,87,270,36,15,15,72,171,377,.478,.000,.733,15.1,5.1,3.6,0.5,0.2,0.2,"Feb 26, 1959",Litchfield
Courtney Alexander,3,2001,2003,187,4067,655,1552,41,121,339,417,124,409,227,111,18,203,377,1690,.422,.339,.813,21.7,9.0,2.2,1.2,0.6,0.1,"Apr 27, 1977",Bridgeport
John Bagley,11,1983,1994,665,17120,2359,5398,114,473,970,1245,413,1729,3980,755,54,1512,1090,5802,.437,.241,.779,25.7,8.7,2.6,6.0,1.1,0.1,"Apr 23, 1960",Bridgeport
Scott Burrell,8,1994,2001,383,7592,971,2321,339,909,366,506,395,1332,527,341,180,337,865,2647,.418,.373,.723,19.8,6.9,3.5,1.4,0.9,0.5,"Jan 12, 1971",New Haven
Tom Callahan,1,1947,1947,13,,6,29,,,5,12,,,4,,,,9,17,.207,,.417,,1.3,,0.3,,,"Jun 2, 1921",Stamford
Marcus Camby,17,1997,2013,973,28684,3767,8077,18,88,1710,2551,2611,9513,1837,967,2331,1362,2687,9262,.466,.205,.670,29.5,9.5,9.8,1.9,1.0,2.4,"Mar 22, 1974",Hartford
Keith Closs,3,1998,2000,130,1647,201,427,0,4,100,165,133,372,44,28,163,78,167,502,.471,.000,.606,12.7,3.9,2.9,0.3,0.2,1.3,"Apr 3, 1976",Hartford
Chris Dudley,16,1988,2003,886,16321,1391,3380,0,5,691,1508,2234,5457,375,334,1027,740,2328,3473,.412,.000,.458,18.4,3.9,6.2,0.4,0.4,1.2,"Feb 22, 1965",Stamford
Kris Dunn,8,2017,2024,333,7714,1079,2470,186,575,298,403,158,1104,1407,469,144,560,917,2642,.437,.323,.739,23.2,7.9,3.3,4.2,1.4,0.4,"Mar 18, 1994",New London
Johnny Egan,11,1962,1972,712,14448,2089,4867,,,1343,1668,,1294,2102,,,,1441,5521,.429,,.805,20.3,7.8,1.8,3.0,,,"Jan 31, 1939",Hartford
John Garris,1,1984,1984,33,267,52,102,0,0,27,34,35,77,10,8,6,11,40,131,.510,,.794,8.1,4.0,2.3,0.3,0.2,0.2,"Jun 6, 1959",Bridgeport
Michael Gbinije,1,2017,2017,9,32,1,10,0,4,2,2,2,3,2,0,0,0,2,4,.100,.000,1.000,3.6,0.4,0.3,0.2,0.0,0.0,"Jun 5, 1992",Hartford
Mike Gminski,14,1981,1994,938,24058,4208,9047,6,49,2531,3002,2082,6480,1203,507,989,1368,1574,10953,.465,.122,.843,25.6,11.7,6.9,1.3,0.5,1.1,"Aug 3, 1959",Monroe
Ryan Gomes,8,2006,2014,487,13463,1891,4249,334,956,810,1014,617,2239,712,351,78,550,942,4926,.445,.349,.799,27.6,10.1,4.6,1.5,0.7,0.2,"Sep 1, 1982",Waterbury
Aaron Jackson,1,2018,2018,1,35,3,9,1,4,1,2,2,3,1,0,0,1,4,8,.333,.250,.500,35.0,8.0,3.0,1.0,0.0,0.0,"May 6, 1986",Hartford
Jim Johnstone,1,1983,1983,23,191,11,30,0,0,9,20,15,46,11,3,7,15,33,31,.367,,.450,8.3,1.3,2.0,0.5,0.1,0.3,"Sep 20, 1960",New Canaan
Leo Katkaveck,2,1949,1950,107,,185,583,,,87,127,,,136,,,,212,457,.317,,.685,,4.3,,1.3,,,"Apr 17, 1923",Manchester
Bob Knight,1,1955,1955,2,29,3,7,,,1,1,,1,8,,,,6,7,.429,,1.000,14.5,3.5,0.5,4.0,,,"Apr 30, 1929",Hartford
Bruce Kuczenski,1,1984,1984,15,119,10,37,0,0,8,12,7,23,8,1,1,15,18,28,.270,,.667,7.9,1.9,1.5,0.5,0.1,0.1,"Feb 3, 1961",Bristol
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rick Mahorn,18,1981,1999,1117,25779,3098,6286,5,38,1562,2218,1814,6957,1082,633,1007,1456,3499,7763,.493,.132,.704,23.1,6.9,6.2,1.0,0.6,0.9,"Sep 21, 1958",Hartford
Tharon Mayes,1,1992,1992,24,255,30,99,15,41,24,36,3,16,35,16,2,31,41,99,.303,.366,.667,10.6,4.1,0.7,1.5,0.7,0.1,"Sep 9, 1968",New Haven
Calvin Murphy*,13,1971,1983,1002,30607,7247,15030,10,72,3445,3864,499,2103,4402,1165,51,822,3250,17949,.482,,.892,30.5,17.9,2.1,4.4,1.5,0.1,"May 9, 1948",Norwalk
Jay Murphy,4,1985,1988,67,436,63,190,0,3,34,56,34,111,13,8,7,24,59,160,.332,.000,.607,6.5,2.4,1.7,0.2,0.1,0.1,"Jun 26, 1962",Meriden
Bob Nash,5,1973,1979,236,2732,468,1091,0,2,167,229,202,538,159,63,45,145,305,1103,.429,,.729,11.6,4.7,2.3,0.7,0.3,0.2,"Aug 24, 1950",Hartford
Frank Oleynick,2,1976,1977,102,1166,208,539,,,92,130,23,90,113,34,10,,110,508,.386,,.708,11.4,5.0,0.9,1.1,0.3,0.1,"Feb 20, 1955",Bridgeport
Worthy Patterson,1,1958,1958,4,13,3,8,,,1,2,,2,2,,,,3,7,.375,,.500,3.3,1.8,0.5,0.5,,,"Jun 17, 1931",New Haven
John Pinone,1,1984,1984,7,65,7,13,0,0,6,10,0,10,3,2,1,5,11,20,.538,,.600,9.3,2.9,1.4,0.4,0.3,0.1,"Feb 19, 1961",Hartford
Bob Shea,1,1947,1947,43,,37,153,,,19,33,,,6,,,,42,93,.242,,.576,,2.2,,0.1,,,"Sep 11, 1924",Mystic
Charles Smith,9,1989,1997,564,16378,2993,6300,18,93,2103,2718,1192,3246,798,462,789,1036,1945,8107,.475,.194,.774,29.0,14.4,5.8,1.4,0.8,1.4,"Jul 16, 1965",Bridgeport
Chris Smith,3,1993,1995,224,3956,425,976,59,161,231,324,61,291,627,118,56,219,346,1140,.435,.366,.713,17.7,5.1,1.3,2.8,0.5,0.3,"May 17, 1970",Bridgeport
Will Solomon,2,2002,2009,115,1584,218,576,74,248,74,107,24,132,225,62,11,116,147,584,.378,.298,.692,13.8,5.1,1.1,2.0,0.5,0.1,"Jul 20, 1978",Hartford
Greg Stokes,2,1986,1990,42,384,57,128,0,1,16,23,29,62,17,14,11,22,64,130,.445,.000,.696,9.1,3.1,1.5,0.4,0.3,0.3,"Aug 5, 1963",New Haven
Corny Thompson,1,1983,1983,44,520,43,137,0,0,36,46,41,120,34,12,7,31,92,122,.314,,.783,11.8,2.8,2.7,0.8,0.3,0.2,"Feb 5, 1960",Middletown
Tremont Waters,3,2020,2022,40,407,52,147,21,71,24,25,5,37,85,30,3,46,34,149,.354,.296,.960,10.2,3.7,0.9,2.1,0.8,0.1,"Jan 10, 1998",New Haven
Tyson Wheeler,1,1999,1999,1,3,1,1,1,1,1,2,0,0,2,0,0,0,1,4,1.000,1.000,.500,3.0,4.0,0.0,2.0,0.0,0.0,"Oct 8, 1975",New Britain
Jordan Williams,1,2012,2012,43,635,77,152,0,0,43,66,66,156,11,21,15,23,61,197,.507,,.652,14.8,4.6,3.6,0.3,0.5,0.3,"Oct 11, 1990",Torrington
Sly Williams,7,1980,1986,305,6617,1322,2765,11,68,672,971,489,1287,603,328,55,540,722,3327,.478,.162,.692,21.7,10.9,4.2,2.0,1.1,0.2,"Jan 26, 1958",New Haven
John Williamson,8,1974,1981,516,15540,3724,8139,25,107,1544,1870,388,1274,1441,553,138,1106,1513,9017,.458,,.826,30.1,17.5,2.5,2.8,1.1,0.3,"Nov 10, 1951",New Haven
Dexter Boney,1,1997,1997,8,48,6,19,1,6,6,8,3,6,0,2,1,1,3,19,.316,.167,.750,6.0,2.4,0.8,0.0,0.3,0.1,"Apr 27, 1970",Wilmington
Donte DiVincenzo,6,2019,2024,354,9005,1333,3117,743,1977,337,437,346,1555,974,422,95,497,631,3746,.428,.376,.771,25.4,10.6,4.4,2.8,1.2,0.3,"Jan 31, 1997",Newark
Jalen Duren,2,2023,2024,128,3447,607,962,0,6,239,338,421,1304,222,77,106,221,374,1453,.631,.000,.707,26.9,11.4,10.2,1.7,0.6,0.8,"Nov 18, 2003",New Castle
Trevon Duval,1,2019,2019,3,6,2,3,1,1,0,0,0,1,2,0,0,0,0,5,.667,1.000,,2.0,1.7,0.3,0.7,0.0,0.0,"Aug 3, 1998",New Castle
A.J. English,2,1991,1992,151,3108,617,1418,9,65,259,333,140,315,320,57,24,203,287,1502,.435,.138,.778,20.6,9.9,2.1,2.1,0.4,0.2,"Jul 11, 1967",Wilmington
Joey Graham,6,2006,2011,377,6117,857,1776,54,180,471,578,272,1058,207,134,43,309,804,2239,.483,.300,.815,16.2,5.9,2.8,0.5,0.4,0.1,"Jun 11, 1982",Wilmington
Stephen Graham,6,2006,2011,239,2915,378,848,53,172,157,205,77,424,117,57,19,155,352,966,.446,.308,.766,12.2,4.0,1.8,0.5,0.2,0.1,"Jun 11, 1982",Wilmington
Walt Hazzard,10,1965,1974,724,19202,3597,8162,,,1893,2502,18,2146,3555,26,6,,2027,9087,.441,,.757,26.5,12.6,3.0,4.9,0.5,0.1,"Apr 15, 1942",Wilmington
Bones Hyland,3,2022,2024,162,2935,555,1393,292,808,211,250,39,378,456,106,39,212,300,1613,.398,.361,.844,18.1,10.0,2.3,2.8,0.7,0.2,"Sep 14, 2000",Wilmington
Ronnie Murphy,1,1988,1988,18,89,14,49,1,4,7,11,5,11,6,5,1,8,14,36,.286,.250,.636,4.9,2.0,0.6,0.3,0.3,0.1,"Jul 29, 1964",Dover
Terence Stansbury,3,1985,1987,192,2984,468,1055,24,107,240,308,76,277,390,119,20,248,483,1200,.444,.224,.779,15.5,6.3,1.4,2.0,0.6,0.1,"Feb 27, 1961",Wilmington
Johnny Austin,2,1967,1968,45,753,113,301,0,11,114,156,,71,62,,,57,122,340,.375,,.731,16.7,7.6,1.6,1.4,,,"Aug 31, 1944",Washington
Thurl Bailey,12,1984,1999,928,24873,4753,10056,4,35,2324,2863,1304,4718,1298,435,1086,1444,1843,11834,.473,.114,.812,26.8,12.8,5.1,1.4,0.5,1.2,"Apr 7, 1961",Washington
Tim Bassett,7,1974,1980,473,11230,1220,2883,4,14,489,831,1149,3148,576,358,227,473,1264,2933,.423,,.588,23.7,6.2,6.7,1.2,0.8,0.5,"Apr 1, 1951",Washington
John Battle,10,1986,1995,612,10910,2054,4430,62,227,1168,1472,178,824,1257,273,43,659,874,5338,.464,.273,.793,17.8,8.7,1.3,2.1,0.4,0.1,"Nov 9, 1962",Washington
Elgin Baylor*,14,1959,1972,846,33863,8693,20171,,,5763,7391,,11463,3650,,,,2596,23149,.431,,.780,40.0,27.4,13.5,4.3,,,"Sep 16, 1934",Washington
Dave Bing*,12,1967,1978,901,32769,6962,15769,,,4403,5683,418,3420,5397,483,89,216,2615,18327,.441,,.775,36.4,20.3,3.8,6.0,1.3,0.2,"Nov 24, 1943",Washington
Adrian Branch,4,1987,1990,130,1429,331,727,9,39,163,219,114,253,96,83,17,125,193,834,.455,.231,.744,11.0,6.4,1.9,0.7,0.6,0.1,"Nov 17, 1963",Washington
Austin Carr,10,1972,1981,682,19660,4359,9714,2,13,1753,2181,711,1990,1878,433,66,470,1394,10473,.449,,.804,28.8,15.4,2.9,2.8,0.8,0.1,"Mar 10, 1948",Washington
Kenny Carr,10,1978,1987,674,17167,3057,5998,3,38,1696,2479,1506,4999,923,484,296,1438,2153,7813,.510,,.684,25.5,11.6,7.4,1.4,0.7,0.4,"Aug 15, 1955",Washington
Sid Catlett,1,1972,1972,9,40,2,9,,,2,9,,4,1,,,,3,6,.222,,.222,4.4,0.7,0.4,0.1,,,"Apr 18, 1948",Washington
Jerry Chambers,6,1967,1974,320,5155,1115,2534,2,10,435,562,120,1032,270,11,3,83,639,2667,.440,,.774,16.1,8.3,3.2,0.8,0.3,0.1,"Jul 18, 1943",Washington
Randolph Childress,2,1996,1997,51,405,39,119,18,66,28,35,2,25,49,17,1,46,38,124,.328,.273,.800,7.9,2.4,0.5,1.0,0.3,0.0,"Sep 21, 1972",Washington
Bonzie Colson,1,2019,2019,8,98,13,39,5,21,8,9,8,30,3,5,1,3,3,39,.333,.238,.889,12.3,4.9,3.8,0.4,0.6,0.1,"Jan 12, 1996",Washington
